콘텐츠아이디,제목_x,지번주소_x,위도,경도,조회수,좋아요수,리뷰수,북마크수,소셜네트워크공유수,인기점수,읍면,시,관광객수,카드사용금액,관광지개수,콘텐츠분류.1,콘텐츠분류.2,관광지면적,ratio,rank_,읍면동별_관광지면적,오버투어리즘,인구혼잡도,연락처,imgpath,소개
CNTS_000000000018381,그리다시카고피자&파스타,제주특별자치도 제주시 이도2동 1778-18,33.49941,126.5283,1648,0,1,3,1,3301,이도2동,제주시,2396297,59.7,92,음식점,1,75900,78.99,0,1122941,2.133947375685811,0,,,
CONT_000000000501282,돌하르방 뚝배기,제주특별자치도 서귀포시 성산읍 성산리 141,33.4611919,126.9339076,4088,2,1,32,0,8187,성산읍,서귀포시,9044676,123,288,음식점,1,60027,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000018956,우도올레보트,제주특별자치도 제주시 우도면 연평리 2562-1,33.501495,126.94424,7057,0,1,17,16,14119,우도면,제주시,1710982,31.7,134,관광지,2,42055,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000020185,신설오름,제주특별자치도 제주시 일도2동 409-5,33.50546,126.54163,8647,0,7,46,4,17329,일도2동,제주시,3188022,19,29,음식점,1,32454,93.03,0,100920,31.589595719381688,0,,,
CNTS_200000000007369,대정오일시장[미공개],제주특별자치도 서귀포시 대정읍 하모리 1089-15,33.220516,126.2483125,194,0,0,0,0,388,대정읍,서귀포시,4956729,65.2,171,쇼핑,5,85468,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000018505,마라도성당,제주특별자치도 서귀포시 대정읍 가파리 662,33.11572697,126.2691737,13647,8,10,79,3,27368,대정읍,서귀포시,4956729,65.2,171,관광지,2,603,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000020076,전설의마녀,제주특별자치도 제주시 애월읍 구엄리 606,33.4840886,126.3775352,6704,0,6,23,2,13438,애월읍,제주시,13178838,173.6,403,음식점,1,43948,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000018798,화순금모래해수욕장담수수영장,제주특별자치도 서귀포시 안덕면 화순리 776-8,33.239594,126.33577,13539,3,2,18,32,27097,안덕면,서귀포시,11308881,142.5,335,관광지,2,1488.9,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000020133,성산회관,제주특별자치도 서귀포시 성산읍 성산리 167-3,33.460884,126.93156,12542,3,12,88,5,25153,성산읍,서귀포시,9044676,123,288,음식점,1,7963,5.8,0,23366366.2,0.3870809830926984,0,,,
CONT_000000000501267,산방식당(모슬포본점),제주특별자치도 서귀포시 대정읍 하모리 864-3,33.223396,126.2543,13701,6,12,284,6,27480,대정읍,서귀포시,4956729,65.2,171,음식점,1,876,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000019654,해품은체험농장,제주특별자치도 서귀포시 성산읍 수산리 225,33.443462,126.89263,13847,2,0,40,8,27700,성산읍,서귀포시,9044676,123,288,관광지,2,929,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000020740,섬타임즈,제주특별자치도 제주시 외도2동 2041-1,33.493294,126.42386,4220,0,1,5,0,8445,외도동,제주시,1389162,19,25,숙박,0,62650,27.5,0,286078.7,4.855873576,0,,,
CNTS_000000000018392,꿈꾸는 흰당나귀,제주특별자치도 제주시 이도2동 1765-3,33.49793,126.529305,1536,0,7,17,1,3112,이도2동,제주시,2396297,59.7,92,음식점,1,79284,78.99,0,1122941,2.133947375685811,0,,,
CONT_000000000500652,토끼섬,제주특별자치도 제주시 구좌읍 하도리,33.52437537,126.9028257,13713,1,2,53,3,27439,구좌읍,제주시,8197921,87.7,439,관광지,2,1788,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_200000000009793,잇칸시타,제주특별자치도 제주시 애월읍 신엄리 950,33.4771161,126.3702605,1411,0,0,3,0,2822,애월읍,제주시,13178838,173.6,403,음식점,1,79582,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000000991,도두해녀의집,제주특별자치도 제주시 도두1동 2587-4,33.5062012,126.4666854,13138,1,3,92,18,26294,도두동,제주시,2250484,44.6,46,음식점,1,6573,20.85,0,4430048.8,0.5080043362050549,0,,,
CONT_000000000501323,오라숲소리,제주특별자치도 제주시 오라이동 1188-4,33.4955139,126.5117837,13280,8,7,87,8,26619,오라동,제주시,1447924,26.5,54,음식점,1,5910,13.72,0,151570.9,9.552783548821049,0,,,
CNTS_200000000007570,에코힐링하우스,제주특별자치도 제주시 한림읍 협재리 921 ,33.3807358,126.2482491,949,0,0,0,0,1898,한림읍,제주시,7826109,109.7,270,숙박,0,83277,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000018371,해맞이해안로,제주특별자치도 제주시 구좌읍 김녕리,33.558674,126.79477,9564,4,6,83,7,19170,구좌읍,제주시,8197921,87.7,439,관광지,2,28748,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000022256,모모제이,제주특별자치도 제주시 아라1동 6112-6,33.4261379,126.5626925,1252,0,1,1,0,2509,아라동,제주시,2434115,25.8,73,음식점,1,82340,9.77,0,15144822.2,0.1607225867597178,0,,,
CNTS_000000000019573,애월환해장성,제주특별자치도 제주시 애월읍 애월리 1957-1,33.4683273,126.3130121,5337,0,0,12,0,10674,애월읍,제주시,13178838,173.6,403,관광지,2,55843,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000020145,해월정,제주특별자치도 제주시 구좌읍 종달리 608,33.4880673,126.8804954,14110,1,9,117,5,28268,구좌읍,제주시,8197921,87.7,439,음식점,1,346,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000018225,모닥식탁(카페이전으로 비공개처리),제주특별자치도 제주시 조천읍 함덕리 998-1,33.540524,126.66745,14046,7,26,195,1,28243,조천읍,제주시,9102603,134.3,300,음식점,1,876,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000020236,산지천,제주특별자치도 제주시 건입동,33.51317119,126.5272515,14338,2,4,50,2,28702,건입동,제주시,2821681,26.4,57,관광지,2,288,29.22,0,118303.2,23.851265223594968,0,,,
CNTS_000000000019552,대평포구,제주특별자치도 서귀포시 안덕면 감산리 98 2-2,33.2371,126.36139,9682,4,22,66,5,19486,안덕면,서귀포시,11308881,142.5,335,관광지,2,28756,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000022441,키친오브꾸르다기,제주특별자치도 제주시 이도2동 2039-2,33.496986,126.53534,604,0,0,0,0,1208,이도2동,제주시,2396297,59.7,92,음식점,1,87450,78.99,0,1122941,2.133947375685811,0,,,
CONT_000000000501147,힐링하우스,제주특별자치도 제주시 삼도일동 558-3,33.5002541,126.5238783,3190,0,0,0,0,6380,삼도1동,제주시,593002,19,15,숙박,0,71499,99.34,0,121764,4.870092966722512,0,,,
CNTS_000000000021106,위더스트래블,제주특별자치도 제주시 아라1동 6113-16,33.475548,126.54848,1750,0,0,2,1,3500,아라동,제주시,2434115,25.8,73,음식점,1,80529,9.77,0,15144822.2,0.1607225867597178,0,,,
CONT_000000000500869,메종글래드 제주,제주특별자치도 제주시 연동 263-15,33.484756,126.48871,13720,6,6,34,5,27488,연동,제주시,12933413,347.2,187,숙박,0,4826,27.7,0,15770385,0.8201076257808544,0,,,
CNTS_000000000019151,매직우드펜션,제주특별자치도 제주시 애월읍 광령리 산 87,33.444168,126.43762,602,0,0,1,0,1204,애월읍,제주시,13178838,173.6,403,숙박,0,87450,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000020671,고고리식당,제주특별자치도 제주시 아라일동 6113-5,33.4261379,126.5626925,1608,0,1,3,0,3221,아라동,제주시,2434115,25.8,73,음식점,1,82400,9.77,0,15144822.2,0.1607225867597178,0,,,
CONT_000000000500405,쌍용굴(한림공원),제주특별자치도 제주시 한림읍 협재리 2487,33.3894949,126.2396825,14523,2,1,93,5,29057,한림읍,제주시,7826109,109.7,270,관광지,2,691,10.03,0,38482491.7,0.2033680423037679,0,,,
CONT_000000000500515,입산봉(삿갓오름),제주특별자치도 제주시 구좌읍 김녕리 1033-19,33.54863,126.756676,3414,1,0,3,0,6831,구좌읍,제주시,8197921,87.7,439,관광지,2,71913,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000020269,더마카트,제주특별자치도 제주시 한림읍 월림리 산 8,33.355522,126.24203,12526,1,0,58,3,25055,한림읍,제주시,7826109,109.7,270,관광지,2,15481,10.03,0,38482491.7,0.2033680423037679,0,,,
CONT_000000000500001,그린크루즈(산방산유람선),제주특별자치도 서귀포시 안덕면 화순리 636-15,33.236904,126.33513,14822,1,2,117,6,29657,안덕면,서귀포시,11308881,142.5,335,관광지,2,820,6.31,0,13056845.1,0.8661266112439368,0,,,
CONT_000000000500010,5.16도로숲터널,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,33.36869,126.62519,14904,4,3,201,1,29835,남원읍,서귀포시,4769707,45.4,171,관광지,2,694.2,10.06,0,4403900.6,1.0830641817846662,0,,,
CNTS_200000000008050,한라산소주공장,제주특별자치도 제주시 한림읍 옹포리 396,33.4073649,126.2563337,14863,1,0,59,18,29729,한림읍,제주시,7826109,109.7,270,관광지,2,1246,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000020959,"저지오름(닥몰오름,새오름)",제주특별자치도 제주시 한경면 저지리 산 51,33.333008,126.25095,15055,1,5,22,5,30138,한경면,제주시,3962233,35.7,156,관광지,2,667,12.99,0,4021104.1,0.9853594688085792,0,,,
CNTS_200000000014079,곁겹,제주특별자치도 제주시 한림읍 금능리 2088-29,33.3860279,126.2319063,125,0,0,0,0,250,한림읍,제주시,7826109,109.7,270,숙박,0,94702.4,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000019274,남쪽나라빌,제주특별자치도 서귀포시 중문동 1489-18,33.254112,126.419876,1594,0,0,1,0,3188,중문동,서귀포시,4572786,114.5,57,숙박,0,85956,11.68,0,234248.6,19.521081449366186,0,,,
CNTS_000000000022737,휴림,제주특별자치도 제주시 애월읍 광령리 2873-6,33.3701721,126.4819697,15172,0,0,9,68,30344,애월읍,제주시,13178838,173.6,403,관광지,2,221,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000022726,플레이박스VR,제주특별자치도 제주시 연동 1320,33.47011,126.487595,15194,11,1,70,12,30426,연동,제주시,12933413,347.2,187,관광지,2,199,27.7,0,15770385,0.8201076257808544,0,,,
CNTS_000000000018373,앤트러사이트,제주특별자치도 제주시 한림읍 동명리 1715,33.407646,126.25817,15225,10,21,137,8,30585,한림읍,제주시,7826109,109.7,270,음식점,1,876,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000019463,제주올레 15-A코스,제주특별자치도 제주시 애월읍 납읍리 2695-5,33.430183,126.319374,15262,5,10,53,2,30589,애월읍,제주시,13178838,173.6,403,관광지,2,876,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_200000000007287,흑돼지거리,제주특별자치도 제주시 건입동,33.5132674,126.5511425,15464,3,1,14,3,30942,건입동,제주시,2821681,26.4,57,관광지,2,876,29.22,0,118303.2,23.851265223594968,0,,,
CONT_000000000500430,어승생승마장 Horseland Jeju,제주특별자치도 제주시 노형동 산 14-1,33.425396,126.49087,12901,8,3,60,10,25841,노형동,제주시,7543251,657.8,135,관광지,2,15982.6,16.24,0,8329103.7,0.905649788,0,,,
CNTS_000000000018305,앞뱅디식당,제주특별자치도 제주시 연동 324-1,33.4853213,126.4999909,10460,1,5,48,10,20948,연동,제주시,12933413,347.2,187,음식점,1,31934,27.7,0,15770385,0.8201076257808544,0,,,
CNTS_000000000020442,모래비카페,제주특별자치도 제주시 구좌읍 월정리 536-4,33.55549,126.79625,3462,2,1,31,3,6935,구좌읍,제주시,8197921,87.7,439,음식점,1,75900,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_200000000007488,앙카페,제주특별자치도 서귀포시 대정읍 하모리 1052-3,33.2202431,126.2515369,2108,0,0,7,0,4216,대정읍,서귀포시,4956729,65.2,171,음식점,1,85256,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000020019,수우동,제주특별자치도 제주시 한림읍 협재리 1706-1,33.396576,126.242516,14938,8,22,210,6,30010,한림읍,제주시,7826109,109.7,270,음식점,1,3794,10.03,0,38482491.7,0.2033680423037679,0,,,
CONT_000000000500987,오션스위츠호텔 제주,제주특별자치도 제주시 삼도2동 1260-1,33.51823,126.52317,9845,2,5,30,5,19721,삼도2동,제주시,2440882,52.1,63,숙박,0,37177,68.06,0,660433.3,3.695879659611349,0,,,
CNTS_000000000021135,산1950화덕피자,제주특별자치도 제주시 애월읍 하귀2리 1674,33.48341,126.402626,661,0,0,3,0,1322,애월읍,제주시,13178838,173.6,403,음식점,1,94757,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000018412,꿈꾸는섬 게스트하우스,제주특별자치도 제주시 조천읍 조천리 2396,33.53595,126.63495,3762,0,3,2,6,7539,조천읍,제주시,9102603,134.3,300,숙박,0,75900,9.52,0,16587189.8,0.5487730658269793,0,,,
CONT_000000000500729,사회복지법인 평화의마을,제주특별자치도 서귀포시 대정읍 구억리 308,33.2790874,126.292444,3855,0,0,6,6,7710,대정읍,서귀포시,4956729,65.2,171,쇼핑,5,75900,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000022145,쁘띠제주빅터펜션,제주특별자치도 제주시 도두2동 713-3,33.51009,126.48142,1746,0,0,3,0,3492,도두동,제주시,2250484,44.6,46,숙박,0,90233.9,20.85,0,4430048.8,0.5080043362050549,0,,,
CNTS_000000000019943,웅스키친,제주특별자치도 제주시 이호2동 116-3,33.4930736,126.4637705,5330,0,9,34,0,10705,이호동,제주시,1987390,19,33,음식점,1,67727,44.89,0,1336177.2000000002,1.4873700883385823,0,,,
CNTS_000000000020231,제주올레 2코스,제주특별자치도 서귀포시 성산읍 고성리 2563-3,33.43367,126.8973,8795,3,2,29,5,17609,성산읍,서귀포시,9044676,123,288,관광지,2,45440,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000020853,맛나식당,제주특별자치도 서귀포시 성산읍 고성리 316-1,33.44859,126.91591,14502,5,12,181,4,29079,성산읍,서귀포시,9044676,123,288,음식점,1,9100,5.8,0,23366366.2,0.3870809830926984,0,,,
CNTS_000000000022230,달리다방,제주특별자치도 제주시 구좌읍 종달리 572-10,33.493397,126.90898,1665,0,0,3,0,3330,구좌읍,제주시,8197921,87.7,439,음식점,1,90233.9,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000022226,제주문예회관,제주특별자치도 제주시 일도이동 852,33.5043089,126.5353859,16186,0,0,1,30,32372,일도2동,제주시,3188022,19,29,관광지,2,168,93.03,0,100920,31.589595719381688,0,,,
CONT_000000000500677,하도해변,제주특별자치도 제주시 구좌읍 해맞이해안로,33.5183,126.9017,15885,4,35,112,4,31957,구좌읍,제주시,8197921,87.7,439,관광지,2,636,7.16,0,11479537.6,0.7141333811215532,0,,,
CONT_000000000500178,마복이오름,제주특별자치도 서귀포시 안덕면 상천리 산 83,33.3193689,126.3923637,1648,0,2,2,0,3306,안덕면,서귀포시,11308881,142.5,335,관광지,2,91380,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000019568,제주국제공항,제주특별자치도 제주시 용담이동 2002,33.5063344,126.4952613,15486,12,50,461,5,31258,용담2동,제주시,12013080,177.1,77,관광지,2,3352,41.08,0,10212835.2,1.1762727748705866,0,,,
CNTS_000000000000970,제주추사관,제주특별자치도 서귀포시 대정읍 안성리 1661-1,33.25022,126.27838,15872,4,4,69,8,31776,대정읍,서귀포시,4956729,65.2,171,관광지,2,2983,9.65,0,1397166.1,3.547702023402944,0,,,
CONT_000000000500539,제주국제컨벤션센터 icc,제주특별자치도 서귀포시 중문동 2700,33.241364,126.424515,16283,3,6,23,1,32605,중문동,서귀포시,4572786,114.5,57,관광지,2,1053,11.68,0,234248.6,19.521081449366186,0,,,
CNTS_000000000020631,제주도립김창열미술관,제주특별자치도 제주시 한경면 저지리 2120-82,33.3389037,126.2682351,16400,2,8,51,16,32846,한경면,제주시,3962233,35.7,156,관광지,2,547.7,12.99,0,4021104.1,0.9853594688085792,0,,,
CNTS_000000000019025,플로라펜션,제주특별자치도 제주시 이호일동 640-4,33.4994903,126.4602395,1199,0,0,0,1,2398,이호동,제주시,1987390,19,33,숙박,0,97126,44.89,0,1336177.2000000002,1.4873700883385823,0,,,
CNTS_000000000018801,하늘여행 행글라이더체험장,제주특별자치도 서귀포시 안덕면 서광리 775,33.28845182,126.3165592,11817,1,0,46,19,23637,안덕면,서귀포시,11308881,142.5,335,관광지,2,29443,6.31,0,13056845.1,0.8661266112439368,0,,,
CONT_000000000500449,영주산,제주특별자치도 서귀포시 표선면 번영로,33.405403,126.79736,13378,2,7,24,7,26797,표선면,서귀포시,5707617,99.4,183,관광지,2,20221.4,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_000000000020310,뷰티풀제주,제주특별자치도 제주시 용담3동 519-2,33.5158997,126.5058954,9706,2,1,33,5,19423,용담2동,제주시,12013080,177.1,77,쇼핑,5,43755,41.08,0,10212835.2,1.1762727748705866,0,,,
CNTS_000000000020296,제주올레 4코스,제주특별자치도 서귀포시 남원읍 태흥리 200-2,33.299873,126.75359,9178,0,5,35,3,18381,남원읍,서귀포시,4769707,45.4,171,관광지,2,47205,10.06,0,4403900.6,1.0830641817846662,0,,,
CNTS_000000000019120,해뜨는집 (도두),제주특별자치도 제주시 도두일동 1727-7,33.5086029,126.4709791,1698,0,0,1,0,3396,도두동,제주시,2250484,44.6,46,숙박,0,94764,20.85,0,4430048.8,0.5080043362050549,0,,,
CONT_000000000500654,토이파크,제주특별자치도 서귀포시 안덕면 동광리 383,33.319084,126.34573,16463,2,0,54,6,32932,안덕면,서귀포시,11308881,142.5,335,관광지,2,876,6.31,0,13056845.1,0.8661266112439368,0,,,
CONT_000000000500310,새섬,제주특별자치도 서귀포시 서홍동 707-5,33.23647274,126.5615906,15957,5,10,33,4,31979,서흥동,서귀포시,460614,19,50,관광지,2,5474,23.58,0,1601680.9,0.2875816275264318,0,,,
CONT_000000000500273,빌레못동굴,제주특별자치도 제주시 애월읍 어음리 1391,33.408165,126.35178,16854,7,4,15,4,33749,애월읍,제주시,13178838,173.6,403,관광지,2,873,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000020030,아이리스촬영지(하얀등대),제주특별자치도 서귀포시 표선면,33.319492,126.84776,17088,6,0,74,5,34194,표선면,서귀포시,5707617,99.4,183,관광지,2,876,8,0,30090733.4,0.1896802222839806,0,,,
CNTS_200000000008013,샤이니숲길,제주특별자치도 제주시 조천읍 교래리 719-10,33.4272161,126.6618459,16586,5,1,176,17,33192,조천읍,제주시,9102603,134.3,300,관광지,2,3506,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000018374,한림칼국수,제주특별자치도 제주시 한림읍 한림리 1328-15,33.4155701,126.2615642,17056,9,11,203,23,34194,한림읍,제주시,7826109,109.7,270,음식점,1,605,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000019854,조천함덕해안도로,제주특별자치도 제주시 조천읍 조천리 3462,33.52976,126.6448,11569,8,9,162,3,23207,조천읍,제주시,9102603,134.3,300,관광지,2,35498.3,9.52,0,16587189.8,0.5487730658269793,0,,,
CONT_000000000500406,아끈다랑쉬,제주특별자치도 제주시 구좌읍 세화리 2593,33.47431258,126.8311494,17332,0,45,129,6,34889,구좌읍,제주시,8197921,87.7,439,관광지,2,334.6,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000018700,바닷가하우스펜션,제주특별자치도 서귀포시 대정읍 상모리 73,33.2122165,126.2921599,2012,0,0,1,1,4024,대정읍,서귀포시,4956729,65.2,171,숙박,0,99628,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000018159,씨에스호텔앤리조트,제주특별자치도 서귀포시 중문동 2563-1,33.242905,126.42043,17721,2,12,34,3,35508,중문동,서귀포시,4572786,114.5,57,숙박,0,876,11.68,0,234248.6,19.521081449366186,0,,,
CNTS_000000000020980,송당승마장,제주특별자치도 제주시 구좌읍 송당리 산 126,33.43554,126.741356,17463,1,3,31,15,34944,구좌읍,제주시,8197921,87.7,439,관광지,2,1871,7.16,0,11479537.6,0.7141333811215532,0,,,
CONT_000000000500701,화순금모래해수욕장,제주특별자치도 서귀포시 안덕면 화순리 776-7,33.23957949,126.3338399,17648,2,7,59,12,35337,안덕면,서귀포시,11308881,142.5,335,관광지,2,896,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000022724,피규어뮤지엄 제주,제주특별자치도 서귀포시 안덕면 상창리 1875-8,33.2819208,126.3555472,17664,6,1,202,13,35351,안덕면,서귀포시,11308881,142.5,335,관광지,2,876,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000018608,우도 풍원,제주특별자치도 제주시 우도면 연평리 2427-1,33.50834,126.94413,6831,1,13,30,3,13730,우도면,제주시,1710982,31.7,134,음식점,1,71499,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000021661,보물섬하이킹,제주특별자치도 제주시 용담2동 2706-1,33.50585,126.510254,14448,6,1,7,6,28919,용담2동,제주시,12013080,177.1,77,관광지,2,24512,41.08,0,10212835.2,1.1762727748705866,0,,,
CNTS_000000000020098,구좌상회,제주특별자치도 제주시 구좌읍 월정리 417,33.54681,126.78381,18124,6,24,179,5,36386,구좌읍,제주시,8197921,87.7,439,음식점,1,876,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_200000000008314,포레스트 사파리,제주특별자치도 제주시 조천읍 선흘리 1817,33.4777041,126.7135515,9406,0,0,28,2,18812,조천읍,제주시,9102603,134.3,300,관광지,2,58006,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000021103,청수곶자왈,제주특별자치도 제주시 한경면 청수리 1571,33.305817,126.26187,18330,6,6,95,23,36708,한경면,제주시,3962233,35.7,156,관광지,2,2069,12.99,0,4021104.1,0.9853594688085792,0,,,
CONT_000000000500176,마린파크,제주특별자치도 서귀포시 안덕면 화순중앙로 132,33.240707,126.334724,18477,7,4,95,10,36995,안덕면,서귀포시,11308881,142.5,335,관광지,2,876,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000022464,나무이야기게스트하우스 2호점,제주특별자치도 서귀포시 남원읍 남원리 153-3,33.28085,126.71661,1041,0,0,1,0,2082,남원읍,서귀포시,4769707,45.4,171,숙박,0,111795,10.06,0,4403900.6,1.0830641817846662,0,,,
CNTS_000000000018654,해거름전망대,제주특별자치도 제주시 한경면 판포리 1608-1,33.37016,126.20664,9512,0,1,47,6,19029,한경면,제주시,3962233,35.7,156,관광지,2,59027,12.99,0,4021104.1,0.9853594688085792,0,,,
CNTS_000000000018182,제니아호텔,제주특별자치도 제주시 연동 282-20,33.48913,126.493164,1227,0,0,1,0,2454,연동,제주시,12933413,347.2,187,숙박,0,111795,27.7,0,15770385,0.8201076257808544,0,,,
CONT_000000000500527,점보빌리지,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,33.275467,126.305115,18860,7,12,174,14,37801,안덕면,서귀포시,11308881,142.5,335,관광지,2,613,6.31,0,13056845.1,0.8661266112439368,0,,,
CONT_000000000500061,교래자연휴양림,제주특별자치도 제주시 조천읍 교래리 산 95,33.436817,126.66685,18935,2,11,69,15,37931,조천읍,제주시,9102603,134.3,300,관광지,2,645,9.52,0,16587189.8,0.5487730658269793,0,,,
CONT_000000000500559,제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36(선흘리 478),33.500607,126.65108,18908,0,3,71,13,37831,조천읍,제주시,9102603,134.3,300,관광지,2,876,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_000000000020150,벵디,제주특별자치도 제주시 구좌읍 평대리 2031-2,33.53775,126.83721,18681,4,15,190,18,37449,구좌읍,제주시,8197921,87.7,439,음식점,1,2761,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000021991,이찌방,제주특별자치도 제주시 삼양2동 2332-5,33.518547,126.58062,586,0,2,3,0,1182,삼양동,제주시,884070,19,33,음식점,1,119668,39.85,0,253867.4,3.482408532958545,0,,,
CNTS_000000000022211,루피게스트하우스,제주특별자치도 제주시 구좌읍 김녕리 3614,33.554432,126.7468,438,0,0,0,3,876,구좌읍,제주시,8197921,87.7,439,숙박,0,119668,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000018400,명랑스낵,제주특별자치도 제주시 한림읍 한림리 1479-4,33.409283,126.258835,19457,13,20,207,10,39053,한림읍,제주시,7826109,109.7,270,음식점,1,293,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000022639,함덕 멘도롱장,제주특별자치도 제주시 조천읍 함덕리 산 13,33.544083,126.67156,18385,6,2,50,71,36798,조천읍,제주시,9102603,134.3,300,쇼핑,5,7547,9.52,0,16587189.8,0.5487730658269793,0,,,
CNTS_200000000014210,제주오누이,제주특별자치도 제주시 구좌읍 한동리 1388-1,33.5425587,126.8281341,89,0,0,2,0,178,구좌읍,제주시,8197921,87.7,439,음식점,1,122697,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_200000000007496,화조원,제주특별자치도 제주시 애월읍 납읍리 58,33.4113881,126.3717903,8222,2,2,90,2,16460,애월읍,제주시,13178838,173.6,403,관광지,2,71913,8.59,0,60903578.3,0.2163885664497976,0,,,
CNTS_000000000019191,우도 비양도,제주특별자치도 제주시 우도면 연평리,33.51471144,126.9674229,19583,4,40,122,4,39378,우도면,제주시,1710982,31.7,134,관광지,2,950,2.26,0,4055278.5,0.421914796,0,,,
CNTS_000000000018792,제주올레 10코스,제주특별자치도 서귀포시 대정읍 상모리 산 2-27,33.201736,126.28757,19984,2,11,72,4,40029,대정읍,서귀포시,4956729,65.2,171,관광지,2,237,9.65,0,1397166.1,3.547702023402944,0,,,
CNTS_000000000021426,이디wan,제주특별자치도 제주시 노형동 96,33.47108,126.486664,428,0,0,0,0,856,노형동,제주시,7543251,657.8,135,숙박,0,123440,16.24,0,8329103.7,0.905649788,0,,,
CNTS_000000000022477,하몽인제주,"제주특별자치도 제주시 한림읍 금능리 1474-11 ,1층",33.387806,126.23325,2352,1,0,2,0,4707,한림읍,제주시,7826109,109.7,270,음식점,1,111795,10.03,0,38482491.7,0.2033680423037679,0,,,
CNTS_000000000001167,거닐다,제주특별자치도 서귀포시 안덕면 대평감산로 9,33.235462,126.366776,731,0,1,1,0,1462,안덕면,서귀포시,11308881,142.5,335,음식점,1,123440,6.31,0,13056845.1,0.8661266112439368,0,,,
CONT_000000000500672,핀크스 골프클럽,제주특별자치도 서귀포시 안덕면 상천리 산 62-3,33.3159979,126.387643,5274,2,1,1,2,10559,안덕면,서귀포시,11308881,142.5,335,관광지,2,95902,6.31,0,13056845.1,0.8661266112439368,0,,,
CNTS_000000000021264,황원갈비,제주특별자치도 제주시 구좌읍 김녕리 1667-7,33.55519,126.75166,969,1,0,3,0,1941,구좌읍,제주시,8197921,87.7,439,음식점,1,123440,7.16,0,11479537.6,0.7141333811215532,0,,,
CNTS_000000000001082,조마루뼈다귀서귀포점,제주특별자치도 서귀포시 동홍동 422-2,33.2561,126.574745,1149,0,0,1,0,2298,동흥동,서귀포시,899817,19,24,음식점,1,123440,16.86,0,232830.1,3.864693611350079,0,,,
CNTS_000000000018215,금호리조트제주,제주특별자치도 서귀포시 남원읍 남원리 2390,33.272964,126.70148,20592,4,10,38,8,41246,남원읍,서귀포시,4769707,45.4,171,숙박,0,1451,10.06,0,4403900.6,1.0830641817846662,0,,,
